Machine,Type Of Failure,Defect Code,Microstop Description,Type,Declaration Start Time,Call Maintenance Time,Intervention Start Time,Declaration End Time,Down Time,Delay Time,Operator ID,Maintenance ID,Comment,Serial Device,Down Time (min),Delay Time (min),Reaction Time (min),Waiting Time (min),Intervention Time (min),Total Maintenance Time (min),Hour,Shift,Comment_Clean
KOMAX_24,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-02 23:10:28,2025-06-02 23:10:31,2025-06-02 23:17:34,2025-06-02 23:22:53.150,00:12:22,00:07:03,18797,5833,reg belmout + ESSAI,LS108793,12.37,7.05,0.05,7.05,5.32,12.37,23.0,Nuit,REGLAGE BELMOUT + ESSAI
KOMAX_7,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-03 06:18:32,2025-06-03 06:18:45,2025-06-03 06:29:53,2025-06-03 06:40:10.317,00:21:25,00:11:08,14538,831,red PC,INCONNU,21.42,11.13,0.22,11.13,10.29,21.42,6.0,Matin,REDEMARRAGE PC
KOMAX_42,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-03 06:17:22,2025-06-03 06:21:15,2025-06-03 06:27:37,2025-06-03 06:28:07.207,00:06:52,00:06:22,20418,831,RAS,INCONNU,6.87,6.37,3.88,6.37,0.5,6.87,6.0,Matin,RIEN A SIGNALER
KOMAX_45,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-03 11:19:58,2025-06-03 11:20:17,2025-06-03 11:23:32,2025-06-03 11:24:53.830,00:04:36,00:03:15,22103,4980,reg bellmouth,LS127806,4.6,3.25,0.32,3.25,1.36,4.61,11.0,Matin,REGLAGE BELLMOUTH TÉMOIN
KOMAX_37,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-06-03 14:24:39,2025-06-03 14:26:55,2025-06-03 14:29:50,2025-06-03 14:32:12.083,00:05:17,00:02:55,27316,6222,pile decharger ,na,5.28,2.92,2.27,2.92,2.37,5.28,14.0,Après-midi,PILE DECHARGER
KOMAX_11,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-03 14:56:41,2025-06-03 14:56:46,2025-06-03 15:00:19,2025-06-03 15:02:34.363,00:05:48,00:03:33,99786,976,RAS,INCONNU,5.8,3.55,0.08,3.55,2.26,5.81,14.0,Après-midi,RIEN A SIGNALER
KOMAX_18,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-03 19:02:09,2025-06-03 19:04:03,2025-06-03 19:10:40,2025-06-03 19:15:19.103,00:11:16,00:06:37,28768,1613,reglage position ,77999,11.27,6.62,1.9,6.62,4.65,11.27,19.0,Après-midi,REGLAGE POSITION
KOMAX_31,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-03 23:12:11,2025-06-03 23:12:23,2025-06-03 23:17:06,2025-06-03 23:26:37.937,00:14:14,00:04:43,21369,3377,reg modulation et presion air ,53183,14.23,4.72,0.2,4.72,9.53,14.25,23.0,Nuit,REGLAGE MODULATION ET PRESION AIR
KOMAX_61,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-04 03:31:15,2025-06-04 03:32:24,2025-06-04 03:38:54,2025-06-04 03:43:35.090,00:11:11,00:06:30,22122,5833,regl  trajet cx,ls94658,11.18,6.5,1.15,6.5,4.68,11.18,3.0,Nuit,REGL TRAJET CONNEXION
KOMAX_7,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-04 09:14:49,2025-06-04 09:14:53,2025-06-04 09:25:02,2025-06-04 09:26:13.823,00:11:20,00:10:09,14538,831,RAS,INCONNU,11.33,10.15,0.07,10.15,1.2,11.35,9.0,Matin,RIEN A SIGNALER
KOMAX_47,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-04 11:39:30,2025-06-04 11:39:34,2025-06-04 11:43:20,2025-06-04 11:43:28.530,00:03:54,00:03:46,28862,831,RAS,INCONNU,3.9,3.77,0.07,3.77,0.14,3.91,11.0,Matin,RIEN A SIGNALER
KOMAX_1,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-04 13:09:23,2025-06-04 13:09:26,2025-06-04 13:13:10,2025-06-04 13:20:31.537,00:11:05,00:03:44,9665,4980,reg temoin,F33149,11.08,3.73,0.05,3.73,7.36,11.09,13.0,Matin,REGLAGE TEMOIN
KOMAX_18,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-04 15:24:17,2025-06-04 15:24:20,2025-06-04 15:34:39,2025-06-04 15:37:38.383,00:13:18,00:10:19,28768,1613,reglage bell mouth et lava ,LS29191,13.3,10.32,0.05,10.32,2.99,13.31,15.0,Après-midi,REGLAGE BELLMOUTH TÉMOIN MOUTH ET AVANCEMENT
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 06:28:56,2025-06-05 06:29:20,2025-06-05 06:41:09,2025-06-05 07:00:24.550,00:31:04,00:11:49,22105,6222,reset,na,31.07,11.82,0.4,11.82,19.26,31.08,6.0,Matin,RESET
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 14:23:37,2025-06-05 14:23:40,2025-06-05 14:31:48,2025-06-05 14:37:55.627,00:14:15,00:08:08,97902,830,chgt app arrach,INCONNU,14.25,8.13,0.05,8.13,6.13,14.26,14.0,Après-midi,CHANGEMENT APPLICATEUR ARRACH
KOMAX_9,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 14:51:21,2025-06-05 14:51:50,2025-06-05 14:55:29,2025-06-05 14:57:22.777,00:05:32,00:03:39,21937,1613,reglage avancement,LS57684,5.53,3.65,0.48,3.65,1.9,5.55,14.0,Après-midi,REGLAGE AVANCEMENT
KOMAX_12,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 21:54:32,2025-06-09 16:56:35,2025-06-09 16:56:39,2025-06-09 16:57:19.467,00:00:44,00:00:04,4980,4980,demarrage,54200,0.73,0.07,5462.05,0.07,0.67,0.74,21.0,Après-midi,DEMARRAGE
KOMAX_11,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 13:21:00,2025-06-09 16:58:07,2025-06-09 16:58:09,2025-06-09 18:02:16.763,01:04:09,00:00:02,4980,4980,demarrage,54220,64.15,0.03,5977.12,0.03,64.13,64.16,13.0,Matin,DEMARRAGE
KOMAX_10,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 21:55:18,2025-06-09 17:00:52,2025-06-09 17:00:55,2025-06-09 18:02:00.257,01:01:08,00:00:03,4980,4980,demarrage,54214,61.13,0.05,5465.57,0.05,61.09,61.14,21.0,Après-midi,DEMARRAGE
KOMAX_9,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 15:48:31,2025-06-09 17:06:38,2025-06-09 17:06:41,2025-06-09 17:54:39.510,00:48:01,00:00:03,4980,4980,demarrage,53408,48.02,0.05,5838.12,0.05,47.98,48.03,15.0,Après-midi,DEMARRAGE
KOMAX_7,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 21:26:45,2025-06-09 17:09:04,2025-06-09 17:09:46,2025-06-09 17:56:04.923,00:47:00,00:00:42,4980,4980,demarrage,53824,47.0,0.7,5502.32,0.7,46.32,47.02,21.0,Après-midi,DEMARRAGE
KOMAX_6,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 21:26:16,2025-06-09 17:11:53,2025-06-09 17:11:56,2025-06-09 17:56:40.343,00:44:47,00:00:03,4980,4980,demarrage,53184,44.78,0.05,5505.62,0.05,44.74,44.79,21.0,Après-midi,DEMARRAGE
KOMAX_4,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 13:59:40,2025-06-09 17:15:48,2025-06-09 17:16:03,2025-06-09 17:57:28.527,00:41:40,00:00:15,4980,4980,demarrage,54078,41.67,0.25,5956.13,0.25,41.43,41.68,13.0,Matin,DEMARRAGE
KOMAX_3,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 16:11:57,2025-06-09 17:18:20,2025-06-09 17:18:24,2025-06-09 17:57:53.523,00:39:33,00:00:04,4980,4980,demarrage,53784,39.55,0.07,5826.38,0.07,39.49,39.56,16.0,Après-midi,DEMARRAGE
KOMAX_1,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 21:19:20,2025-06-09 17:21:23,2025-06-09 17:21:26,2025-06-09 17:58:42.430,00:37:19,00:00:03,4980,4980,demarrage,54241,37.32,0.05,5522.05,0.05,37.27,37.32,21.0,Après-midi,DEMARRAGE
KOMAX_47,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 05:58:13,2025-06-09 18:11:24,2025-06-09 18:11:32,2025-06-09 18:11:41.897,00:00:17,00:00:08,00000,831,AUCUN COMMENTAIRE,00000,0.28,0.13,6493.18,0.13,0.16,0.3,5.0,Nuit,AUCUN COMMENTAIRE
KOMAX_52,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-05 14:06:39,2025-06-09 18:19:41,2025-06-09 18:19:51,2025-06-09 18:20:02.407,00:00:21,00:00:10,0000,831,AUCUN COMMENTAIRE,0000,0.35,0.17,6013.03,0.17,0.19,0.36,14.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_22,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-10 01:16:53,2025-06-10 01:35:20,2025-06-10 01:36:02,2025-06-10 01:36:10.913,00:00:50,00:00:42,25294,831,ras,INCONNU,0.83,0.7,18.45,0.7,0.15,0.85,1.0,Nuit,RIEN A SIGNALER
KOMAX_45,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-11 00:51:58,2025-06-11 00:52:00,2025-06-11 00:55:03,2025-06-11 00:55:59.540,00:03:59,00:03:03,22103,831,RAS,INCONNU,3.98,3.05,0.03,3.05,0.94,3.99,0.0,Nuit,RIEN A SIGNALER
KOMAX_45,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-11 01:30:10,2025-06-11 01:30:19,2025-06-11 01:33:25,2025-06-11 01:36:07.667,00:05:48,00:03:06,22103,831,RAS,INCONNU,5.8,3.1,0.15,3.1,2.71,5.81,1.0,Nuit,RIEN A SIGNALER
KOMAX_42,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-06-11 06:21:52,2025-06-11 06:25:04,2025-06-11 06:27:17,2025-06-11 06:32:54.807,00:07:50,00:02:13,21099,5986,reset micometre,na,7.83,2.22,3.2,2.22,5.63,7.85,6.0,Matin,RESET MICOMETRE
KOMAX_26,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-11 13:47:27,2025-06-11 13:47:39,2025-06-11 13:49:58,2025-06-11 13:50:56.483,00:03:17,00:02:19,95183,6222,reset,na,3.28,2.32,0.2,2.32,0.97,3.29,13.0,Matin,RESET
KOMAX_7,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-11 15:03:09,2025-06-11 15:03:12,2025-06-11 15:08:57,2025-06-11 15:21:28.553,00:18:16,00:05:45,27317,6032,chgt matrice+rg bellm+temoin,ls130333,18.27,5.75,0.05,5.75,12.53,18.28,15.0,Après-midi,CHANGEMENT MATRICE+REGLAGE BELLMOUTH TÉMOIN+TEMOIN
KOMAX_16,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-11 22:19:07,2025-06-11 22:19:12,2025-06-11 22:20:31,2025-06-11 22:21:02.210,00:01:50,00:01:19,28867,831,RAS,INCONNU,1.83,1.32,0.08,1.32,0.52,1.84,22.0,Nuit,RIEN A SIGNALER
KOMAX_41,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-12 04:55:22,2025-06-12 04:56:36,2025-06-12 05:03:11,2025-06-12 05:03:21.373,00:06:45,00:06:35,22082,831,ras,INCONNU,6.75,6.58,1.23,6.58,0.17,6.76,4.0,Nuit,RIEN A SIGNALER
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-12 05:22:40,2025-06-12 05:23:57,2025-06-12 05:38:06,2025-06-12 05:38:15.377,00:14:18,00:14:09,22105,831,RAS,INCONNU,14.3,14.15,1.28,14.15,0.16,14.31,5.0,Nuit,RIEN A SIGNALER
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-12 06:22:41,2025-06-12 06:22:50,2025-06-12 06:37:16,2025-06-12 06:42:04.880,00:19:14,00:14:26,97902 ,5986,redemarage pc,na,19.23,14.43,0.15,14.43,4.81,19.25,6.0,Matin,REDEMARAGE PC
KOMAX_12,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-06-12 19:00:24,2025-06-12 19:00:32,2025-06-12 19:03:30,2025-06-12 19:04:27.837,00:03:55,00:02:58,97150,3377,reset 24v,INCONNU,3.92,2.97,0.13,2.97,0.96,3.93,19.0,Après-midi,RESET 24V
KOMAX_21,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-12 22:31:50,2025-06-12 22:31:52,2025-06-12 22:39:28,2025-06-12 22:44:35.907,00:12:43,00:07:36,27312,238,reg avancement+essai,LS88331,12.72,7.6,0.03,7.6,5.13,12.73,22.0,Nuit,REGLAGE AVANCEMENT+ESSAI
KOMAX_43,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-13 08:49:20,2025-06-13 08:49:24,2025-06-13 08:55:05,2025-06-13 08:57:15.353,00:07:51,00:05:41,28766,1613,reglage bell mouth et lava ,LS94640,7.85,5.68,0.07,5.68,2.17,7.86,8.0,Matin,REGLAGE BELLMOUTH TÉMOIN MOUTH ET AVANCEMENT
KOMAX_18,APPAREILS QUALITE,Q09,P-Autres de qualité,Maintenance,2025-06-13 16:11:00,2025-06-13 16:11:28,2025-06-13 16:16:23,2025-06-13 16:28:05.543,00:16:37,00:04:55,19924,3377,changment souris,INCONNU,16.62,4.92,0.47,4.92,11.71,16.63,16.0,Après-midi,CHANGMENT SOURIS
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-14 04:13:53,2025-06-14 04:14:00,2025-06-14 04:19:30,2025-06-14 04:20:55.990,00:06:55,00:05:30,22048,831,RAS,INCONNU,6.92,5.5,0.12,5.5,1.43,6.93,4.0,Nuit,RIEN A SIGNALER
KOMAX_40,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-06-14 06:37:37,2025-06-14 06:38:52,2025-06-14 06:47:07,2025-06-14 06:54:39.870,00:15:47,00:08:15,16879,5986,reset micrometre,na,15.78,8.25,1.25,8.25,7.55,15.8,6.0,Matin,RESET MICROMETRE
KOMAX_40,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-14 13:25:00,2025-06-14 13:29:10,2025-06-14 13:29:17,2025-06-14 13:37:06.007,00:07:56,00:00:07,18549,3377,changment fixation cable ,INCONNU,7.93,0.12,4.17,0.12,7.82,7.93,13.0,Matin,CHANGMENT FIXATION CABLE
KOMAX_40,APPAREILS QUALITE,Q05,P-Camèra Q12XX,Maintenance,2025-06-14 19:16:14,2025-06-14 19:16:18,2025-06-14 19:18:27,2025-06-14 19:22:52.917,00:06:34,00:02:09,18549,5683,RESET,Q1210,6.57,2.15,0.07,2.15,4.43,6.58,19.0,Après-midi,RESET
KOMAX_34,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-15 19:18:34,2025-06-15 19:19:13,2025-06-15 19:19:16,2025-06-15 19:27:46.430,00:08:33,00:00:03,0000,5986,AUCUN COMMENTAIRE,0,8.55,0.05,0.65,0.05,8.51,8.56,19.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-16 09:33:40,2025-06-16 09:38:25,2025-06-16 09:40:48,2025-06-16 09:45:51.203,00:07:26,00:02:23,21581,3377,reset 24 v,INCONNU,7.43,2.38,4.75,2.38,5.05,7.44,9.0,Matin,RESET 24 V
KOMAX_47,APPAREILS QUALITE,Q09,P-Autres de qualité,Maintenance,2025-06-16 10:04:16,2025-06-16 10:04:19,2025-06-16 10:07:48,2025-06-16 10:16:20.360,00:12:01,00:03:29,22102,3377,reg impriment citizen,INCONNU,12.02,3.48,0.05,3.48,8.54,12.02,10.0,Matin,REGLAGE IMPRIMENT CITIZEN
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-16 14:21:46,2025-06-16 14:23:05,2025-06-16 14:28:51,2025-06-16 14:29:52.803,00:06:47,00:05:46,22105,974,raccordement cable communication,na,6.78,5.77,1.32,5.77,1.03,6.8,14.0,Après-midi,RACCORDEMENT CABLE COMMUNICATION
KOMAX_35,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-16 15:32:39,2025-06-16 15:32:49,2025-06-16 15:34:27,2025-06-16 15:36:50.493,00:04:01,00:01:38,28772,831,AUCUN COMMENTAIRE,INCONNU,4.02,1.63,0.17,1.63,2.39,4.02,15.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_41,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-16 17:23:33,2025-06-16 17:23:38,2025-06-16 17:27:43,2025-06-16 17:29:30.667,00:05:52,00:04:05,22082,831,RAS,INCONNU,5.87,4.08,0.08,4.08,1.79,5.88,17.0,Après-midi,RIEN A SIGNALER
KOMAX_4,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-17 01:02:16,2025-06-17 01:02:21,2025-06-17 01:11:16,2025-06-17 01:12:42.587,00:10:21,00:08:55,21939,6222,reset ,na,10.35,8.92,0.08,8.92,1.44,10.36,1.0,Nuit,RESET
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-17 03:47:08,2025-06-17 03:52:35,2025-06-17 03:52:43,2025-06-17 03:56:21.607,00:03:46,00:00:08,91327,6222,reset,na,3.77,0.13,5.45,0.13,3.64,3.78,3.0,Nuit,RESET
KOMAX_12,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-17 08:00:45,2025-06-17 08:00:49,2025-06-17 08:07:43,2025-06-17 08:25:31.840,00:24:42,00:06:54,97150,3377,changment i;priment et reg paramtre,54200,24.7,6.9,0.07,6.9,17.81,24.71,8.0,Matin,CHANGMENT I;PRIMENT ET REGLAGE PARAMTRE
KOMAX_50,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-17 08:47:50,2025-06-17 08:47:53,2025-06-17 08:53:47,2025-06-17 09:02:23.327,00:14:30,00:05:54,99614,6032,regl bellm,LS28046,14.5,5.9,0.05,5.9,8.61,14.51,8.0,Matin,REGL BELLMOUTH TÉMOIN
KOMAX_5,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-17 09:46:49,2025-06-17 09:46:56,2025-06-17 09:50:42,2025-06-17 09:59:57.090,00:13:01,00:03:46,21262,5833,contrag cnx,46509,13.02,3.77,0.12,3.77,9.25,13.02,9.0,Matin,CONTRAG CNX
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-17 15:05:25,2025-06-17 15:05:29,2025-06-17 15:06:24,2025-06-17 15:07:53.460,00:02:24,00:00:55,22048,974,fixation traget,INCONNU,2.4,0.92,0.07,0.92,1.49,2.41,15.0,Après-midi,FIXATION TRAJET
KOMAX_29,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-18 07:14:11,2025-06-18 07:14:15,2025-06-18 07:17:13,2025-06-18 07:22:16.773,00:08:01,00:02:58,97904,3377,centrage kit,50330,8.02,2.97,0.07,2.97,5.06,8.03,7.0,Matin,CENTRAGE KIT-JOINT
KOMAX_9,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-18 11:05:16,2025-06-18 11:06:55,2025-06-18 11:10:33,2025-06-18 11:18:30.757,00:11:35,00:03:38,25289,3377,rancage la buse et reg modulation ,53408,11.58,3.63,1.65,3.63,7.96,11.6,11.0,Matin,RANCAGE LA BUSE MARQUAGE ET REGLAGE MODULATION
KOMAX_24,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-18 12:07:13,2025-06-18 12:07:17,2025-06-18 12:10:50,2025-06-18 12:31:41.153,00:24:24,00:03:33,18797,3377,changment endplat ,64909,24.4,3.55,0.07,3.55,20.85,24.4,12.0,Matin,CHANGMENT ENDPLAT
KOMAX_22,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-18 15:40:23,2025-06-18 15:40:26,2025-06-18 15:44:49,2025-06-18 16:38:17.897,00:57:51,00:04:23,25294,976,permutation  imprimate,53823,57.85,4.38,0.05,4.38,53.48,57.86,15.0,Après-midi,PERMUTATION IMPRIMATE
KOMAX_45,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-18 20:14:59,2025-06-18 20:17:30,2025-06-18 20:20:25,2025-06-18 20:21:32.820,00:04:02,00:02:55,22103,831,RAS,INCONNU,4.03,2.92,2.52,2.92,1.13,4.05,20.0,Après-midi,RIEN A SIGNALER
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-18 23:16:48,2025-06-18 23:16:52,2025-06-18 23:20:40,2025-06-18 23:24:13.097,00:07:21,00:03:48,97902,6222,reset ,na,7.35,3.8,0.07,3.8,3.55,7.35,23.0,Nuit,RESET
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-18 23:39:07,2025-06-18 23:39:11,2025-06-18 23:48:02,2025-06-18 23:51:20.547,00:12:09,00:08:51,91327,830,raccoreder alimen 24,na,12.15,8.85,0.07,8.85,3.31,12.16,23.0,Nuit,RACCOREDER ALIMEN 24
KOMAX_16,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-19 10:34:03,2025-06-19 10:34:08,2025-06-19 10:36:20,2025-06-19 10:56:34.077,00:22:26,00:02:12,22080,3377,rancage la tete et reg modulation,54147,22.43,2.2,0.08,2.2,20.23,22.43,10.0,Matin,RANCAGE LA TETE ET REGLAGE MODULATION
KOMAX_22,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-19 14:44:59,2025-06-19 14:45:02,2025-06-19 14:49:09,2025-06-19 15:28:15.983,00:43:13,00:04:07,25294,831,chgt mondrin +reg parmetre,INCONNU,43.22,4.12,0.05,4.12,39.12,43.23,14.0,Après-midi,CHANGEMENT MONDRIN +REGLAGE PARMETRE
KOMAX_24,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-19 15:28:39,2025-06-19 15:29:00,2025-06-19 15:29:56,2025-06-19 15:31:18.693,00:02:18,00:00:56,99615,831,RAS,INCONNU,2.3,0.93,0.35,0.93,1.38,2.31,15.0,Après-midi,RIEN A SIGNALER
KOMAX_13,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-20 01:23:02,2025-06-20 01:23:06,2025-06-20 01:45:29,2025-06-20 01:45:41.530,00:22:35,00:22:23,91668,6222,reset ,na,22.58,22.38,0.07,22.38,0.21,22.59,1.0,Nuit,RESET
KOMAX_49,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-20 07:07:55,2025-06-20 07:08:01,2025-06-20 07:10:12,2025-06-20 07:12:37.480,00:04:36,00:02:11,28763,5833,Reg avencement,LS65935,4.6,2.18,0.1,2.18,2.42,4.61,7.0,Matin,REGLAGE AVENCEMENT
KOMAX_58,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-20 07:15:14,2025-06-20 07:19:31,2025-06-20 07:23:58,2025-06-20 07:24:06.747,00:04:35,00:04:27,28764,831,RAS,INCONNU,4.58,4.45,4.28,4.45,0.15,4.6,7.0,Matin,RIEN A SIGNALER
KOMAX_40,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-06-20 10:09:23,2025-06-20 10:09:26,2025-06-20 10:10:52,2025-06-20 10:15:54.033,00:06:28,00:01:26,18549,3377,reset 24v,INCONNU,6.47,1.43,0.05,1.43,5.03,6.47,10.0,Matin,RESET 24V
KOMAX_59,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-20 10:10:09,2025-06-20 10:10:13,2025-06-20 10:17:58,2025-06-20 10:22:09.727,00:11:56,00:07:45,97903,831,RAS,INCONNU,11.93,7.75,0.07,7.75,4.2,11.95,10.0,Matin,RIEN A SIGNALER
KOMAX_20,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-06-22 23:24:45,2025-06-22 23:31:34,2025-06-23 00:01:53,2025-06-23 00:02:06.970,00:30:32,00:30:19,21581,5683,PB MICROMETRE,INCONNU,30.53,30.32,6.82,30.32,0.23,30.55,23.0,Nuit,PROBLEME MICROMETRE
KOMAX_34,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-23 07:57:35,2025-06-23 07:57:39,2025-06-23 07:59:37,2025-06-23 08:06:57.973,00:09:18,00:01:58,19440,4980,reg bellmouth+ajustement tige,LS77212,9.3,1.97,0.07,1.97,7.35,9.32,7.0,Matin,REGLAGE BELLMOUTH TÉMOIN+AJUSTEMENT TIGE
KOMAX_6,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-23 15:50:01,2025-06-23 15:50:12,2025-06-23 15:58:16,2025-06-23 16:00:18.433,00:10:06,00:08:04,97905,3377,reset alimentation ,INCONNU,10.1,8.07,0.18,8.07,2.04,10.11,15.0,Après-midi,RESET ALIMENTATION
KOMAX_28,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-23 18:57:51,2025-06-23 18:57:59,2025-06-23 18:59:09,2025-06-23 19:01:44.420,00:03:45,00:01:10,97902,3377,reset 24v,Q1210,3.75,1.17,0.13,1.17,2.59,3.76,18.0,Après-midi,RESET 24V
KOMAX_45,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-23 19:39:44,2025-06-23 19:39:49,2025-06-23 19:41:35,2025-06-23 19:51:05.550,00:11:16,00:01:46,93123,3377,reg modulation et pression ,53305,11.27,1.77,0.08,1.77,9.51,11.28,19.0,Après-midi,REGLAGE MODULATION ET PRESSION
KOMAX_59,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-06-24 00:38:26,2025-06-24 00:38:29,2025-06-24 00:51:08,2025-06-24 00:56:28.403,00:17:59,00:12:39,97903,5683,RACCORDEMENT,INCONNU,17.98,12.65,0.05,12.65,5.34,17.99,0.0,Nuit,RACCORDEMENT
KOMAX_18,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-24 18:01:51,2025-06-24 18:01:54,2025-06-24 18:04:03,2025-06-24 18:13:27.983,00:11:33,00:02:09,28768,3377,reg modulation et nett la tete,54237,11.55,2.15,0.05,2.15,9.42,11.57,18.0,Après-midi,REGLAGE MODULATION ET NETTOYAGE LA TETE
KOMAX_10,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-06-24 20:44:06,2025-06-24 20:46:14,2025-06-24 20:50:18,2025-06-24 20:54:33.153,00:08:19,00:04:04,91668,1613,nettoyage map,91766,8.32,4.07,2.13,4.07,4.25,8.32,20.0,Après-midi,NETTOYAGE MAP
KOMAX_7,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-06-25 09:27:12,2025-06-25 09:28:51,2025-06-25 09:30:37,2025-06-25 09:33:44.710,00:04:53,00:01:46,14538,831,fixation cable,INCONNU,4.88,1.77,1.65,1.77,3.13,4.9,9.0,Matin,FIXATION CABLE
